Tree Name,ID,train_abs_im_pres,train_rel_im_pres,test_abs_im_pres,test_rel_im_pres,val_abs_im_pres,val_rel_im_pres,pick_abs_im_pres,pick_rel_im_pres,train_abs_pix_pres,train_rel_pix_pres,test_abs_pix_pres,test_rel_pix_pres,val_abs_pix_pres,val_rel_pix_pres,pick_abs_pix_pres,pick_rel_pix_pres
alnus glutinosa,35,1,0.0009025270758122744,1,0.006289308176100629,2,0.006309148264984227,0,0.0,23057,5.0804606413583035e-05,22484,0.00034523634040880505,19511,0.0001502658591285489,0,0.0
fraxinus excelsior,36,10,0.009025270758122744,5,0.031446540880503145,5,0.015772870662460567,1,0.2,436458,0.0009617069395870939,48995,0.0007523062843946541,358510,0.0027610995416009463,2985,0.00145751953125
coniferous,37,93,0.08393501805054152,13,0.08176100628930817,21,0.06624605678233439,0,0.0,612990,0.0013506837700248194,61949,0.0009512117973663522,134196,0.0010335235114353313,0,0.0
eucalyptus globulus,38,5,0.004512635379061372,1,0.006289308176100629,2,0.006309148264984227,0,0.0,88474,0.00019494672974954873,54591,0.0008382315005896226,53268,0.00041024866916403787,0,0.0
pinus nigra,39,19,0.017148014440433214,3,0.018867924528301886,4,0.012618296529968454,0,0.0,734281,0.0016179406341662907,73983,0.0011359909345518867,81277,0.0006259626996253943,0,0.0
quercus rubra,40,8,0.007220216606498195,1,0.006289308176100629,2,0.006309148264984227,1,0.2,333114,0.0007339951277639891,8470,0.00013005478577044025,64492,0.0004966913939274448,8470,0.0041357421875
tilia europaea,41,21,0.01895306859205776,3,0.018867924528301886,9,0.028391167192429023,0,0.0,1405611,0.003097172816307536,265882,0.004082553311713836,835126,0.0064318038988564665,0,0.0
abies firma,42,9,0.008122743682310469,2,0.012578616352201259,1,0.0031545741324921135,0,0.0,1546478,0.0034075641287793323,513555,0.00788551186615566,116796,0.0008995157235804417,0,0.0
acer sp.,43,53,0.04783393501805054,8,0.050314465408805034,19,0.05993690851735016,0,0.0,424248,0.0009348029952617328,63851,0.0009804165438286163,117394,0.0009041212785883281,0,0.0
metrosideros umbellata,44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
acer rubrum,45,67,0.06046931407942238,8,0.050314465408805034,17,0.05362776025236593,0,0.0,815992,0.001797985531362816,61752,0.0009481869103773585,183657,0.0014144522008083596,0,0.0
picea mariana,46,37,0.033393501805054154,2,0.012578616352201259,16,0.050473186119873815,0,0.0,281451,0.0006201590527696299,33505,0.0005144611094732704,202459,0.0015592576276616719,0,0.0
abies balsamea,47,41,0.03700361010830325,7,0.0440251572327044,12,0.03785488958990536,0,0.0,88328,0.00019462502820397111,16608,0.00025501179245283016,16770,0.0001291557817429022,0,0.0
castanea sativa,48,3,0.002707581227436823,2,0.012578616352201259,2,0.006309148264984227,0,0.0,303148,0.000667966987251805,156371,0.0024010385957154087,93518,0.0007202379485410095,0,0.0
tilia cordata,49,19,0.017148014440433214,5,0.031446540880503145,6,0.01892744479495268,1,0.2,640141,0.0014105092403260378,127952,0.00196467177672956,170611,0.001313977166305205,25511,0.01245654296875
populus sp.,50,17,0.015342960288808664,3,0.018867924528301886,3,0.00946372239747634,1,0.2,120905,0.00026640633813740974,44285,0.0006799853822720126,12494,9.622375295741325e-05,1751,0.00085498046875
crataegus monogyna,51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
quercus petraea,52,19,0.017148014440433214,0,0.0,11,0.03470031545741325,0,0.0,578815,0.0012753813705719764,0,0.0,578875,0.004458261965201104,0,0.0
acer platanoides,53,29,0.026173285198555957,9,0.05660377358490566,5,0.015772870662460567,0,0.0,618933,0.0013637787856780235,229862,0.003529474990172956,129888,0.0010003450315457414,0,0.0
robinia pseudoacacia,54,1,0.0009025270758122744,1,0.006289308176100629,0,0.0,0,0.0,1549,3.413121192463899e-06,10515,0.00016145526238207548,0,0.0,0,0.0
fagus crenata,55,21,0.01895306859205776,3,0.018867924528301886,5,0.015772870662460567,0,0.0,1279687,0.002819707436682085,235377,0.0036141564711084906,196828,0.0015158899349369086,0,0.0
quercus sp.,56,27,0.024368231046931407,5,0.031446540880503145,3,0.00946372239747634,0,0.0,583926,0.0012866431281024367,94360,0.0014488748034591195,91305,0.0007031943143730283,0,0.0
salix alba,57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pinus sp.,58,14,0.01263537906137184,2,0.012578616352201259,2,0.006309148264984227,0,0.0,516095,0.001137181912088222,143509,0.002203545720322327,14536,0.00011195041403785489,0,0.0
carpinus sp.,59,21,0.01895306859205776,6,0.03773584905660377,5,0.015772870662460567,0,0.0,350608,0.0007725420239169676,221748,0.0034048864976415094,102415,0.0007887590570780758,0,0.0
deciduous,60,77,0.06949458483754513,8,0.050314465408805034,21,0.06624605678233439,0,0.0,1480035,0.0032611612808833485,140684,0.0021601685338050315,277677,0.002138556351044953,0,0.0
salix sp.,61,1,0.0009025270758122744,1,0.006289308176100629,0,0.0,0,0.0,41674,9.182596034521661e-05,14757,0.00022659013856132077,0,0.0,0,0.0
