Tree Name,ID,train_abs_im_pres,train_rel_im_pres,test_abs_im_pres,test_rel_im_pres,val_abs_im_pres,val_rel_im_pres,pick_abs_im_pres,pick_rel_im_pres,train_abs_pix_pres,train_rel_pix_pres,test_abs_pix_pres,test_rel_pix_pres,val_abs_pix_pres,val_rel_pix_pres,pick_abs_pix_pres,pick_rel_pix_pres
coniferous,37,4,0.0025591810620601407,1,0.0044444444444444444,0,0.0,0,0.0,36556,5.710047784708893e-05,19900,0.00021592881944444445,0,0.0,0,0.0
eucalyptus globulus,38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pinus nigra,39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
quercus rubra,40,75,0.04798464491362764,10,0.044444444444444446,25,0.05605381165919283,0,0.0,2087747,0.0032610611479326613,244543,0.002653461371527778,722200,0.00395332644338565,0,0.0
tilia europaea,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
abies firma,42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
acer sp.,43,25,0.01599488163787588,5,0.022222222222222223,1,0.002242152466367713,0,0.0,626679,0.0009788726982365643,162917,0.0017677625868055555,9528,5.2156320067264576e-05,0,0.0
metrosideros umbellata,44,14,0.008957133717210493,2,0.008888888888888889,9,0.020179372197309416,1,0.2,337672,0.0005274437180102367,28021,0.00030404730902777776,203393,0.0011133743080857623,20399,0.00996044921875
acer rubrum,45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
picea mariana,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
abies balsamea,47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
castanea sativa,48,17,0.010876519513755598,1,0.0044444444444444444,4,0.008968609865470852,0,0.0,178691,0.00027911537058141394,19513,0.00021172960069444445,27898,0.0001527137927410314,0,0.0
tilia cordata,49,21,0.013435700575815739,7,0.03111111111111111,8,0.017937219730941704,0,0.0,646095,0.0010092004933421304,218100,0.0023665364583333333,185144,0.0010134791900224215,0,0.0
populus sp.,50,103,0.06589891234804862,13,0.057777777777777775,25,0.05605381165919283,0,0.0,3091212,0.004828473638435701,357453,0.00387861328125,621096,0.0033998826373318387,0,0.0
crataegus monogyna,51,30,0.019193857965451054,4,0.017777777777777778,8,0.017937219730941704,0,0.0,746919,0.00116668759746881,55099,0.0005978624131944445,225718,0.0012355814707118835,0,0.0
quercus petraea,52,13,0.008317338451695458,1,0.0044444444444444444,5,0.011210762331838564,0,0.0,182450,0.00028498692918266157,11136,0.00012083333333333333,108599,0.0005944714738649103,0,0.0
acer platanoides,53,17,0.010876519513755598,5,0.022222222222222223,4,0.008968609865470852,0,0.0,479682,0.0007492633607245682,299199,0.0032465169270833334,201045,0.001100521344240471,0,0.0
robinia pseudoacacia,54,31,0.01983365323096609,5,0.022222222222222223,16,0.03587443946188341,0,0.0,499634,0.000780428387915867,122616,0.00133046875,346574,0.001897147824411435,0,0.0
fagus crenata,55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
quercus sp.,56,32,0.020473448496481125,6,0.02666666666666667,7,0.01569506726457399,0,0.0,452929,0.0007074751704454575,91001,0.000987424045138889,195753,0.0010715529095431614,0,0.0
salix alba,57,36,0.023032629558541268,1,0.0044444444444444444,7,0.01569506726457399,0,0.0,1872392,0.0029246766034868843,1426,1.547309027777778e-05,441353,0.0024159685485566143,0,0.0
pinus sp.,58,8,0.005118362124120281,1,0.0044444444444444444,1,0.002242152466367713,0,0.0,127936,0.00019983605246321178,2845,3.0870225694444444e-05,14909,8.161194121356503e-05,0,0.0
carpinus sp.,59,10,0.006397952655150352,1,0.0044444444444444444,2,0.004484304932735426,0,0.0,80684,0.00012602842090531031,3322,3.604600694444444e-05,26940,0.00014746969590807174,0,0.0
deciduous,60,93,0.05950095969289827,12,0.05333333333333334,17,0.03811659192825112,0,0.0,2137723,0.0033391236679262636,166645,0.0018082139756944444,278736,0.0015258022701793723,0,0.0
salix sp.,61,50,0.03198976327575176,10,0.044444444444444446,10,0.02242152466367713,1,0.2,1118294,0.0017467754068698016,161299,0.0017502061631944445,229246,0.0012548937605100898,11092,0.005416015625
