Tree Name,ID,train_abs_im_pres,train_rel_im_pres,test_abs_im_pres,test_rel_im_pres,val_abs_im_pres,val_rel_im_pres,pick_abs_im_pres,pick_rel_im_pres,train_abs_pix_pres,train_rel_pix_pres,test_abs_pix_pres,test_rel_pix_pres,val_abs_pix_pres,val_rel_pix_pres,pick_abs_pix_pres,pick_rel_pix_pres
tilia europaea,41,5,0.00471253534401508,0,0.0033003300330033004,1,0.0033003300330033004,0,0,398752,0.0009175453581526862,0,0.00027469446163366334,34092,0.00027469446163366334,0,0
abies firma,42,17,0.016022620169651274,0,0.009900990099009901,3,0.009900990099009901,0,0,447754,0.0010303010500117814,0,0.0011884894544141914,147502,0.0011884894544141914,0,0
acer sp.,43,13,0.012252591894439209,0,0.0231023102310231,7,0.0231023102310231,0,0,310484,0.0007144369256597549,0,0.0027170353754125414,337208,0.0027170353754125414,0,0
metrosideros umbellata,44,8,0.007540056550424128,0,0.013201320132013201,4,0.013201320132013201,0,0,271954,0.0006257777524151743,0,0.00039105204465759074,48533,0.00039105204465759074,0,0
acer rubrum,45,18,0.016965127238454288,0,0.019801980198019802,6,0.019801980198019802,0,0,1160620,0.0026706361186380773,0,0.00244739293265264,303743,0.00244739293265264,0,0
picea mariana,46,21,0.019792648444863337,0,0.039603960396039604,12,0.039603960396039604,0,0,568018,0.0013070336430843544,0,0.001964268448329208,243783,0.001964268448329208,0,0
abies balsamea,47,21,0.019792648444863337,0,0.019801980198019802,6,0.019801980198019802,0,0,672154,0.0015466550203228086,0,0.0014707579156353135,182534,0.0014707579156353135,0,0
castanea sativa,48,11,0.010367577756833177,0,0.006600660066006601,2,0.006600660066006601,0,0,334221,0.0007690567750058907,0,0.00024580045895214523,30506,0.00024580045895214523,0,0
tilia cordata,49,12,0.011310084825636193,0,0.013201320132013201,4,0.013201320132013201,0,0,401953,0.0009249109956703582,0,0.0013365208591171616,165874,0.0013365208591171616,0,0
populus sp.,50,98,0.09236569274269557,0,0.07590759075907591,23,0.07590759075907591,0,0,1638323,0.0037698510949281338,0,0.0028597408080651815,354919,0.0028597408080651815,0,0
crataegus monogyna,51,15,0.01413760603204524,0,0.0231023102310231,7,0.0231023102310231,0,0,225638,0.0005192026611098021,0,0.0020263752449463696,251491,0.0020263752449463696,0,0
quercus petraea,52,29,0.027332704995287466,0,0.033003300330033,10,0.033003300330033,0,0,712296,0.0016390234743166824,0,0.0015965104811262376,198141,0.0015965104811262376,0,0
acer platanoides,53,19,0.017907634307257305,0,0.033003300330033,10,0.033003300330033,0,0,385447,0.0008869299857151272,0,0.001375486669760726,170710,0.001375486669760726,0,0
robinia pseudoacacia,54,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
fagus crenata,55,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
quercus sp.,56,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
salix alba,57,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
pinus sp.,58,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
carpinus sp.,59,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
deciduous,60,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
salix sp.,61,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0
