Tree Name,ID,train_abs_im_pres,train_rel_im_pres,test_abs_im_pres,test_rel_im_pres,val_abs_im_pres,val_rel_im_pres,pick_abs_im_pres,pick_rel_im_pres,train_abs_pix_pres,train_rel_pix_pres,test_abs_pix_pres,test_rel_pix_pres,val_abs_pix_pres,val_rel_pix_pres,pick_abs_pix_pres,pick_rel_pix_pres
crataegus monogyna,51,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
quercus petraea,52,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
acer platanoides,53,10,0.02824858757062147,0,0,2,0.019801980198019802,0,0,415083,0.0028626729674258475,0,0,111780,0.0027019840655940594,0,0
robinia pseudoacacia,54,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
fagus crenata,55,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
quercus sp.,56,8,0.022598870056497175,0,0,4,0.039603960396039604,0,0,70083,0.0004833363678495763,0,0,19628,0.00047445467202970296,0,0
salix alba,57,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
pinus sp.,58,2,0.005649717514124294,0,0,0,0.0,0,0,42478,0.0002929549567443503,0,0,0,0.0,0,0
carpinus sp.,59,2,0.005649717514124294,0,0,0,0.0,0,0,8770,6.04834260240113e-05,0,0,0,0.0,0,0
deciduous,60,41,0.11581920903954802,0,0,9,0.0891089108910891,0,0,924634,0.006376856572210452,0,0,365060,0.00882435411509901,0,0
salix sp.,61,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
